"stimulus","Id_flow","lizard_id","clutch","sex","temp","cort","age_trial","age_euthanasia","trial","prey","t_D","motivation","region","mean_mitodensity","mean_potential","mean_ros","mean_size","mean_dnadamage","mean_peroxidation","mean_conpotential","mean_conros"
"Chemical",58,2196,"CL593_22","Male","Hot","Control",0.173687109601964,0.236746642231669,1,"Unknown",-0.188845511904981,1,"OB",-0.773334994441656,-0.765988188013785,-0.835990271961182,-0.443507847134771,0.581248758759376,0.464084653970294,-0.723381491263843,-0.82984320418813
"Chemical",58,2196,"CL593_22","Male","Hot","Control",0.173687109601964,0.236746642231669,3,"Familiar",-0.174793247053898,1,"OB",-0.773334994441656,-0.765988188013785,-0.835990271961182,-0.443507847134771,0.581248758759376,0.464084653970294,-0.723381491263843,-0.82984320418813
"Chemical",59,2154,"CL581_22","Male","Cold","Control",-0.255422220002889,-0.186375016224931,1,"Familiar",0.237627824646642,1,"OB",-1.32435162936685,-1.0128865948553,-1.03070103813263,0.0801509112162672,0.796629978105961,0.490404540622186,-0.709067042168546,-0.380775084679512
"Chemical",59,2154,"CL581_22","Male","Cold","Control",-0.255422220002889,-0.186375016224931,3,"Unknown",0.748740722370417,1,"OB",-1.32435162936685,-1.0128865948553,-1.03070103813263,0.0801509112162672,0.796629978105961,0.490404540622186,-0.709067042168546,-0.380775084679512
"Chemical",6,2345,"CL632_23","Male","Hot","CORT",-0.0715182216008089,-0.14607771541954,3,"Unknown",0.532501671914699,1,"OB",-0.290108171705297,-0.463242826351406,-0.290381268237559,-0.18347049217288,0.222751405108341,-0.770751921601571,-0.561547637315244,-0.192650400635245
"Chemical",6,2345,"CL632_23","Male","Hot","CORT",-0.0715182216008089,-0.14607771541954,4,"Familiar",0.13157391747051,1,"OB",-0.290108171705297,-0.463242826351406,-0.290381268237559,-0.18347049217288,0.222751405108341,-0.770751921601571,-0.561547637315244,-0.192650400635245
"Chemical",60,2225,"CL600_22","Female","Cold","Control",-0.255422220002889,-0.186375016224931,3,"Familiar",1.16507839506761,1,"OB",-0.07526466599248,-0.303011894883413,-0.0736770384304159,0.0120079594250663,0.642189643240685,0.37474087516321,-0.452512668699954,-0.0154360844282886
"Chemical",60,2225,"CL600_22","Female","Cold","Control",-0.255422220002889,-0.186375016224931,4,"Unknown",0.703747656412699,1,"OB",-0.07526466599248,-0.303011894883413,-0.0736770384304159,0.0120079594250663,0.642189643240685,0.37474087516321,-0.452512668699954,-0.0154360844282886
"Chemical",61,2162,"CL583_22","Male","Cold","CORT",-0.214554664802427,-0.14607771541954,1,"Familiar",0.477894673481828,NA,"OB",-0.757225122636076,-0.678114083031004,-0.541671872773263,0.406273595113215,0.377567646318625,-0.141294752706562,-0.543475137114149,-0.0318300101205648
"Chemical",61,2162,"CL583_22","Male","Cold","CORT",-0.214554664802427,-0.14607771541954,4,"Unknown",-0.063559951207383,1,"OB",-0.757225122636076,-0.678114083031004,-0.541671872773263,0.406273595113215,0.377567646318625,-0.141294752706562,-0.543475137114149,-0.0318300101205648
"Chemical",62,2021,"CL547_22","Female","Hot","Control",0.357591108004044,0.418084495855925,1,"Familiar",0.505762479740545,1,"OB",-0.337768679670127,-0.423473729549835,-0.212382810765524,0.289836262953535,0.556022476468525,0.13418579574414,-0.435917925108267,0.0833399697370688
"Chemical",62,2021,"CL547_22","Female","Hot","Control",0.357591108004044,0.418084495855925,3,"Unknown",0.298103934015892,1,"OB",-0.337768679670127,-0.423473729549835,-0.212382810765524,0.289836262953535,0.556022476468525,0.13418579574414,-0.435917925108267,0.0833399697370688
"Chemical",63,2374,"CL640_23","Female","Hot","CORT",-0.0715182216008089,-0.0050371626006738,1,"Unknown",0.0755022683833405,1,"OB",-0.205715161513345,-0.384799428007124,-0.19255725595889,-0.0501380727228154,0.456332986415958,-0.0255087405012667,-0.48722099263948,-0.089894595299416
"Chemical",63,2374,"CL640_23","Female","Hot","CORT",-0.0715182216008089,-0.0050371626006738,3,"Familiar",-0.0895911008612145,1,"OB",-0.205715161513345,-0.384799428007124,-0.19255725595889,-0.0501380727228154,0.456332986415958,-0.0255087405012667,-0.48722099263948,-0.089894595299416
"Chemical",64,2559,"CL702_23","Male","Hot","CORT",-0.500627551205662,-0.428158821057273,2,"Familiar",-0.10618913858067,1,"OB",-0.0535287858279914,-0.187802264265742,-0.0543798701602421,0.201429073620798,0.664632256120235,0.23516419175634,-0.255858510356838,-0.00465998806472047
"Chemical",64,2559,"CL702_23","Male","Hot","CORT",-0.500627551205662,-0.428158821057273,4,"Unknown",-0.628890750844138,1,"OB",-0.0535287858279914,-0.187802264265742,-0.0543798701602421,0.201429073620798,0.664632256120235,0.23516419175634,-0.255858510356838,-0.00465998806472047
"Chemical",65,2380,"CL641_23","Male","Hot","Control",-0.112385776801271,-0.0453344634060642,1,"Unknown",0.564136416696253,1,"OB",0.219710513163641,-0.140223039419595,0.120407883776128,-0.296631855169514,0.954505661544326,0.642374513307031,-0.420357954359269,-0.0283547276152055
"Chemical",65,2380,"CL641_23","Male","Hot","Control",-0.112385776801271,-0.0453344634060642,3,"Familiar",-0.287515220732345,1,"OB",0.219710513163641,-0.140223039419595,0.120407883776128,-0.296631855169514,0.954505661544326,0.642374513307031,-0.420357954359269,-0.0283547276152055
"Chemical",66,2152,"CL581_22","Female","Cold","Control",-0.255422220002889,-0.186375016224931,1,"Familiar",0.393281783536082,0,"OB",-1.34985461245257,-0.943043836482667,-1.08538850662854,-0.0729742896321937,0.542323538182794,0.576292761614387,-0.492434969373621,-0.508351683837484
"Chemical",66,2152,"CL581_22","Female","Cold","Control",-0.255422220002889,-0.186375016224931,2,"Unknown",0.908767305907781,NA,"OB",-1.34985461245257,-0.943043836482667,-1.08538850662854,-0.0729742896321937,0.542323538182794,0.576292761614387,-0.492434969373621,-0.508351683837484
"Chemical",67,2602,"CL714_23","Male","Cold","CORT",-0.786700437608898,-0.710239926695006,3,"Unknown",0.586911229231463,1,"OB",0.193729597879622,0.0309289903898265,0.514068030249405,-0.0720749543314708,0.413138814887696,0.205703553515902,-0.0925276214128311,0.89075380781642
