position,lizard_id,trt,sex,test,clutch,hatch_date,date_first_trial,date_euthanasia,age_trial,age_euthanasia,trial,m_start,s_start,m_0,s_0,m_d,s_d,t_start,moment_0,moment_D,t_0,t_D,motivation,Id_flow
F1,2492,B_28,m,CV,CL680_23,27/2/2023,23/9/2023,10/11/2023,208,256,1,8,29,9,3,42,4,509,543,2524,34,1981,NA,54
F1,2492,B_28,m,TC,CL680_23,27/2/2023,23/9/2023,10/11/2023,208,256,2,5,46,6,0,6,21,346,360,381,14,21,1,54
F1,2492,B_28,m,TV,CL680_23,27/2/2023,23/9/2023,10/11/2023,208,256,3,7,53,8,17,8,19,473,497,499,24,2,1,54
F1,2492,B_28,m,CC,CL680_23,27/2/2023,23/9/2023,10/11/2023,208,256,4,8,55,9,44,11,36,535,584,696,49,112,1,54
F2,1289,A_28,f,TV,CL346_22,5/12/2022,23/9/2023,10/11/2023,292,340,1,8,39,11,32,11,47,519,692,707,173,15,1,48
F2,1289,A_28,f,CC,CL346_22,5/12/2022,23/9/2023,10/11/2023,292,340,2,6,0,7,33,9,15,360,453,555,93,102,1,48
F2,1289,A_28,f,TC,CL346_22,5/12/2022,23/9/2023,10/11/2023,292,340,3,8,8,10,17,12,36,488,617,756,129,139,1,48
F2,1289,A_28,f,CV,CL346_22,5/12/2022,23/9/2023,10/11/2023,292,340,4,9,10,11,34,11,40,550,694,700,144,6,1,48
F2,1966,B_23,m,CC,CL532_22,8/2/2023,23/9/2023,14/11/2023,227,279,1,8,39,8,52,17,7,519,532,1027,13,495,1,69
F2,1966,B_23,m,TV,CL532_22,8/2/2023,23/9/2023,14/11/2023,227,279,2,6,0,6,34,6,43,360,394,403,34,9,1,69
F2,1966,B_23,m,CV,CL532_22,8/2/2023,23/9/2023,14/11/2023,227,279,3,8,8,8,19,8,20,488,499,500,11,1,1,69
F2,1966,B_23,m,TC,CL532_22,8/2/2023,23/9/2023,14/11/2023,227,279,4,9,10,9,36,10,7,550,576,607,26,31,1,69
F3,2004,A_23,m,CV,CL543_22,10/2/2023,23/9/2023,9/11/2023,225,272,1,9,16,13,1,13,29,556,781,809,225,28,0,34
F3,2004,A_23,m,TC,CL543_22,10/2/2023,23/9/2023,9/11/2023,225,272,2,6,37,10,14,10,17,397,614,617,217,3,1,34
F3,2004,A_23,m,TV,CL543_22,10/2/2023,23/9/2023,9/11/2023,225,272,3,8,44,9,22,9,48,524,562,588,38,26,1,34
F3,2004,A_23,m,CC,CL543_22,10/2/2023,23/9/2023,9/11/2023,225,272,4,9,51,10,20,20,58,591,620,1258,29,638,1,34
F3,2136,B_28,m,TV,CL577_22,30/1/2023,23/9/2023,8/11/2023,236,282,1,9,15,9,59,12,31,555,599,751,44,152,0,27
F3,2136,B_28,m,CC,CL577_22,30/1/2023,23/9/2023,8/11/2023,236,282,2,6,36,7,30,10,58,396,450,658,54,208,1,27
F3,2136,B_28,m,TC,CL577_22,30/1/2023,23/9/2023,8/11/2023,236,282,3,8,43,9,33,13,57,523,573,837,50,264,1,27
F3,2136,B_28,m,CV,CL577_22,30/1/2023,23/9/2023,8/11/2023,236,282,4,9,49,10,25,10,33,589,625,633,36,8,1,27
F4,1181,A_28,f,CC,CL315_22,23/11/2022,23/9/2023,14/11/2023,304,356,1,8,59,9,48,11,53,539,588,713,49,125,1,71
F4,1181,A_28,f,CV,CL315_22,23/11/2022,23/9/2023,14/11/2023,304,356,2,6,21,7,15,8,1,381,435,481,54,46,1,71
F4,1181,A_28,f,TC,CL315_22,23/11/2022,23/9/2023,14/11/2023,304,356,3,8,26,8,58,9,8,506,538,548,32,10,1,71
F4,1181,A_28,f,TV,CL315_22,23/11/2022,23/9/2023,14/11/2023,304,356,4,9,33,10,27,10,33,573,627,633,54,6,1,71
F4,1252,A_23,m,TC,CL332_22,21/12/2022,23/9/2023,14/11/2023,276,328,1,9,2,9,5,14,7,542,545,847,3,302,1,73
F4,1252,A_23,m,CC,CL332_22,21/12/2022,23/9/2023,14/11/2023,276,328,2,6,25,6,26,34,6,385,386,2046,1,1660,1,73
F4,1252,A_23,m,TV,CL332_22,21/12/2022,23/9/2023,14/11/2023,276,328,3,8,30,8,42,9,48,510,522,588,12,66,1,73
F4,1252,A_23,m,CV,CL332_22,21/12/2022,23/9/2023,14/11/2023,276,328,4,9,36,10,45,11,9,576,645,669,69,24,1,73
F4,2374,B_28,f,TC,CL640_23,13/2/2023,23/9/2023,13/11/2023,222,273,1,8,59,9,0,10,43,539,540,643,1,103,1,63
F4,2374,B_28,f,CV,CL640_23,13/2/2023,23/9/2023,13/11/2023,222,273,2,6,21,6,34,8,29,381,394,509,13,115,1,63
F4,2374,B_28,f,CC,CL640_23,13/2/2023,23/9/2023,13/11/2023,222,273,3,8,26,8,38,9,42,506,518,582,12,64,1,63
F4,2374,B_28,f,TV,CL640_23,13/2/2023,23/9/2023,13/11/2023,222,273,4,9,33,10,24,10,34,573,624,634,51,10,1,63
G1,1273,B_28,f,TC,CL339_22,5/12/2022,23/9/2023,8/11/2023,292,338,1,10,40,12,55,17,2,640,775,1022,135,247,1,31
G1,1273,B_28,f,CV,CL339_22,5/12/2022,23/9/2023,8/11/2023,292,338,2,8,29,9,38,13,46,509,578,826,69,248,1,31
G1,1273,B_28,f,TV,CL339_22,5/12/2022,23/9/2023,8/11/2023,292,338,3,9,54,10,44,15,3,594,644,903,50,259,1,31
G1,1273,B_28,f,CC,CL339_22,5/12/2022,23/9/2023,8/11/2023,292,338,4,10,55,11,33,35,2,655,693,2102,38,1409,1,31
G1,1992,B_23,f,CV,CL538_22,8/2/2023,23/9/2023,8/11/2023,227,273,1,10,36,10,58,11,17,636,658,677,22,19,1,29
G1,1992,B_23,f,TV,CL538_22,8/2/2023,23/9/2023,8/11/2023,227,273,2,8,25,9,13,10,14,505,553,614,48,61,1,29
G1,1992,B_23,f,CC,CL538_22,8/2/2023,23/9/2023,8/11/2023,227,273,3,9,49,10,12,10,36,589,612,636,23,24,1,29
G1,1992,B_23,f,TC,CL538_22,8/2/2023,23/9/2023,8/11/2023,227,273,4,10,50,11,6,13,26,650,666,806,16,140,1,29
G1,2245,A_28,f,TV,CL604_22,8/2/2023,23/9/2023,8/11/2023,227,273,1,10,40,11,18,11,43,640,678,703,38,25,1,30
G1,2245,A_28,f,TC,CL604_22,8/2/2023,23/9/2023,8/11/2023,227,273,2,8,29,9,8,11,6,509,548,666,39,118,1,30
G1,2245,A_28,f,CV,CL604_22,8/2/2023,23/9/2023,8/11/2023,227,273,3,9,54,10,13,10,13,594,613,613,19,0,1,30
G1,2245,A_28,f,CC,CL604_22,8/2/2023,23/9/2023,8/11/2023,227,273,4,10,55,11,30,13,14,655,690,794,35,104,1,30
G1,2367,A_23,m,TV,CL637_23,3/3/2023,23/9/2023,8/11/2023,204,250,1,10,36,11,8,11,18,636,668,678,32,10,1,25
G1,2367,A_23,m,CC,CL637_23,3/3/2023,23/9/2023,8/11/2023,204,250,2,8,25,11,20,13,30,505,680,810,175,130,1,25
G1,2367,A_23,m,CV,CL637_23,3/3/2023,23/9/2023,8/11/2023,204,250,3,9,49,10,4,13,37,589,604,817,15,213,1,25
G1,2367,A_23,m,TC,CL637_23,3/3/2023,23/9/2023,8/11/2023,204,250,4,10,50,13,27,22,42,650,807,1362,157,555,1,25
G2,2021,A_28,f,CC,CL547_22,23/1/2023,23/9/2023,13/11/2023,243,294,1,10,58,11,11,17,4,658,671,1024,13,353,1,62
G2,2021,A_28,f,TV,CL547_22,23/1/2023,23/9/2023,13/11/2023,243,294,2,8,48,8,58,11,25,528,538,685,10,147,1,62
G2,2021,A_28,f,TC,CL547_22,23/1/2023,23/9/2023,13/11/2023,243,294,3,10,14,10,48,14,3,614,648,843,34,195,1,62
G2,2021,A_28,f,CV,CL547_22,23/1/2023,23/9/2023,13/11/2023,243,294,4,11,14,11,21,12,55,674,681,775,7,94,1,62
G2,2154,A_23,m,CC,CL581_22,22/2/2023,23/9/2023,13/11/2023,213,264,1,10,58,11,18,14,2,658,678,842,20,164,1,59
G2,2154,A_23,m,TV,CL581_22,22/2/2023,23/9/2023,13/11/2023,213,264,2,8,48,9,40,12,22,528,580,742,52,162,1,59
G2,2154,A_23,m,TC,CL581_22,22/2/2023,23/9/2023,13/11/2023,213,264,3,10,14,10,49,22,35,614,649,1355,35,706,1,59
G2,2154,A_23,m,CV,CL581_22,22/2/2023,23/9/2023,13/11/2023,213,264,4,11,14,12,5,19,32,674,725,1172,51,447,1,59
G2,2228,B_23,m,CV,CL600_22,24/2/2023,23/9/2023,13/11/2023,211,262,1,11,0,11,16,11,49,660,676,709,16,33,1,57
G2,2228,B_23,m,TC,CL600_22,24/2/2023,23/9/2023,13/11/2023,211,262,2,8,51,9,4,9,45,531,544,585,13,41,1,57
G2,2228,B_23,m,CC,CL600_22,24/2/2023,23/9/2023,13/11/2023,211,262,3,10,17,1,21,11,9,617,81,669,-536,588,1,57
G2,2228,B_23,m,TV,CL600_22,24/2/2023,23/9/2023,13/11/2023,211,262,4,11,18,11,23,11,41,678,683,701,5,18,1,57
G3,2257,B_23,f,TV,CL607_22,24/2/2023,23/9/2023,14/11/2023,211,263,1,11,45,15,16,16,58,705,916,1018,211,102,NA,75
G3,2257,B_23,f,CC,CL607_22,24/2/2023,23/9/2023,14/11/2023,211,263,2,9,43,11,32,13,29,583,692,809,109,117,NA,75
G3,2257,B_23,f,CV,CL607_22,24/2/2023,23/9/2023,14/11/2023,211,263,3,11,6,12,5,13,52,666,725,832,59,107,NA,75
G3,2257,B_23,f,TC,CL607_22,24/2/2023,23/9/2023,14/11/2023,211,263,4,12,0,13,39,16,2,720,819,962,99,143,1,75
G3,2343,A_28,m,TC,CL632_23,13/2/2023,23/9/2023,14/11/2023,222,274,1,11,45,12,4,17,30,705,724,1050,19,326,NA,70
G3,2343,A_28,m,CV,CL632_23,13/2/2023,23/9/2023,14/11/2023,222,274,2,9,43,10,6,13,16,583,606,796,23,190,1,70
G3,2343,A_28,m,TV,CL632_23,13/2/2023,23/9/2023,14/11/2023,222,274,3,11,6,11,7,12,6,666,667,726,1,59,1,70
G3,2343,A_28,m,CC,CL632_23,13/2/2023,23/9/2023,14/11/2023,222,274,4,12,0,12,31,14,58,720,751,898,31,147,1,70
G3,2603,B_28,f,CV,CL714_23,6/3/2023,23/9/2023,14/11/2023,201,253,1,11,48,12,5,12,17,708,725,737,17,12,1,72
G3,2603,B_28,f,TC,CL714_23,6/3/2023,23/9/2023,14/11/2023,201,253,2,9,46,9,52,12,48,586,592,768,6,176,1,72
G3,2603,B_28,f,CC,CL714_23,6/3/2023,23/9/2023,14/11/2023,201,253,3,11,9,11,42,14,27,669,702,867,33,165,1,72
G3,2603,B_28,f,TV,CL714_23,6/3/2023,23/9/2023,14/11/2023,201,253,4,12,4,12,50,22,49,724,770,1369,46,599,1,72
G4,2234,A_23,f,TC,CL601_22,24/2/2023,23/9/2023,6/11/2023,211,255,1,11,26,11,58,15,55,686,718,955,32,237,NA,5
G4,2234,A_23,f,CV,CL601_22,24/2/2023,23/9/2023,6/11/2023,211,255,2,9,24,9,46,14,36,564,586,876,22,290,NA,5
G4,2234,A_23,f,TV,CL601_22,24/2/2023,23/9/2023,6/11/2023,211,255,3,10,45,11,45,13,29,645,705,809,60,104,1,5
G4,2234,A_23,f,CC,CL601_22,24/2/2023,23/9/2023,6/11/2023,211,255,4,11,44,12,41,15,1,704,761,901,57,140,1,5
G4,2256,B_23,f,CV,CL607_22,24/2/2023,23/9/2023,6/11/2023,211,255,1,11,21,11,53,12,27,681,713,747,32,34,1,7
G4,2256,B_23,f,TC,CL607_22,24/2/2023,23/9/2023,6/11/2023,211,255,2,9,24,10,10,11,52,564,610,712,46,102,1,7
G4,2256,B_23,f,CC,CL607_22,24/2/2023,23/9/2023,6/11/2023,211,255,3,10,40,11,35,12,8,640,695,728,55,33,1,7
G4,2256,B_23,f,TV,CL607_22,24/2/2023,23/9/2023,6/11/2023,211,255,4,11,40,12,9,12,30,700,729,750,29,21,1,7
G4,2412,A_28,m,CC,CL652_23,22/2/2023,23/9/2023,6/11/2023,213,257,1,11,21,12,13,12,58,681,733,778,52,45,1,4
G4,2412,A_28,m,TV,CL652_23,22/2/2023,23/9/2023,6/11/2023,213,257,2,9,20,11,26,11,44,560,686,704,126,18,1,4
G4,2412,A_28,m,TC,CL652_23,22/2/2023,23/9/2023,6/11/2023,213,257,3,10,40,11,54,12,17,640,714,737,74,23,1,4
G4,2412,A_28,m,CV,CL652_23,22/2/2023,23/9/2023,6/11/2023,213,257,4,11,40,12,23,13,16,700,743,796,43,53,1,4
G4,2414,B_28,f,TV,CL652_23,20/2/2023,23/9/2023,6/11/2023,215,259,1,11,26,11,40,12,10,686,700,730,14,30,1,1
G4,2414,B_28,f,CC,CL652_23,20/2/2023,23/9/2023,6/11/2023,215,259,2,9,20,10,53,11,9,560,653,669,93,16,1,1
G4,2414,B_28,f,CV,CL652_23,20/2/2023,23/9/2023,6/11/2023,215,259,3,10,45,11,30,11,31,645,690,691,45,1,1,1
G4,2414,B_28,f,TC,CL652_23,20/2/2023,23/9/2023,6/11/2023,215,259,4,11,44,12,25,13,2,704,745,782,41,37,1,1
